Longitud,Latitud,ID_CRE,Razon_Social,Colonia,CP,Municipio,Entidad,Franquicia_Marca,Gas87,Gas91,Diesel
-88.05304,19.58278,3470,"SERVICIO TIERRA MAYA, S. A. DE C. V.",LEONA VICARIO,77210,FELIPE CARRILLO PUERTO,Quintana Roo,CorpoGas,16.64,17.79,19.89
-88.28687,18.51772,3218,"ESTACIÓN SERVICIO OTOCH, S. A. DE C. V.",CENTRO CHETUMAL,77000,OTHÓN P. BLANCO,Quintana Roo,CorpoGas,15.99,16.59,
-86.90418,21.14475,3424,"SERVICIO LAN KIN, S. A. DE C. V.",VILLAS OTOCH PARAÍSO,77539,BENITO JUÁREZ,Quintana Roo,CorpoGas,15.59,16.39,19.59
-101.1916,19.70817,3451,"ESTACIÓN DE SERVICIO NOCUPETARO, S. A. DE C. V.",CENTRO,58000,MORELIA,Michoacan,PEMEX,14.63,15.5,18.8
-98.81673,19.20589,3203,"CAPRIGO, S. A. DE C. V.",MAGUEYAL II,56700,TLALMANALCO,Estado de Mexico,PEMEX,14.3,15.15,18.05
-98.9893,19.3543,3185,"SERVICIO VALLE DE MÉXICO, S. A. DE C. V.",EL RINCÓN,56400,LA PAZ,Estado de Mexico,PEMEX,14.6,15,18.09
-98.88844,19.27369,3270,"SERVICIO FRESNOS, S. A. DE C. V.",EMILIANO ZAPATA,56600,CHALCO,Estado de Mexico,PEMEX,14.4,15.5,
-103.34,20.76328,3592,"SERVICIO EXTRARAPIDO, S. A. DE C. V.",MESA COLORADA,45204,ZAPOPAN,Jalisco,PEMEX,15.29,17.13,18.85
-99.81516,25.19103,3345,"GASOLINERA BALLESTEROS IBARRA, S. A. DE C. V.",VALERIANO GARCÍA GALVÁN,67500,MONTEMORELOS,Nuevo Leon,PEMEX,15.89,17.49,19.79
-99.59755,19.23569,3404,"GASOGON, S. A. DE C. V.",SAN LORENZO COACALCO,52140,METEPEC,Estado de Mexico,PEMEX,13.89,14.79,
-99.0423,19.40546,3534,"SERVICIO NEZA, S. A. DE C. V.",MÉXICO 2DA SECCIÓN,57620,NEZAHUALCÓYOTL,Estado de Mexico,PEMEX,14.85,16,18.5
-99.03146,19.389,3209,"SERVICIO TUCAN, S. A. DE C. V.",METROPOLITANA 2DA SECCIÓN,57740,NEZAHUALCÓYOTL,Estado de Mexico,PEMEX,14.85,16,
-99.05516,19.48708,3481,"SERVICIO ZONA NORTE, S. A. DE C. V.",VALLE DE ARAGÓN 1 SECCIÓN,57100,NEZAHUALCÓYOTL,Estado de Mexico,PEMEX,14.8,14.99,
-100.747,22.09981,3282,"GASOCAL, S. A. DE C. V.",SANTO DOMINGO,79540,ZARAGOZA,San Luis Potosi,PEMEX,14.68,15.18,18.38
-100.0136,19.95189,3263,"SERVICIO SANTA MARÍA CANCHESDA, S. A. DE C. V.",S/C,50440,TEMASCALCINGO,Estado de Mexico,PEMEX,14.95,16.5,18.45
-99.00306,19.40745,3582,"SERVICIO CUARTA AVENIDA, S. A. DE C. V.",BENITO JUÁREZ,57000,NEZAHUALCÓYOTL,Estado de Mexico,PEMEX,15.5,16.5,
-99.01341,19.41252,3572,"SERVICIO BAHAMAS, S. A. DE C. V.",BENITO JUÁREZ,57000,NEZAHUALCÓYOTL,Estado de Mexico,PEMEX,14.85,16,18.5
-99.01206,21.98661,3312,"GASOLIVA, S. A. DE C. V.",ZONA CENTRO,79000,CIUDAD VALLES,San Luis Potosi,PEMEX,15.48,15.93,
-99.04861,19.42048,3512,"SERVICIO EL BARCO, S. A. DE C. V.",ESTADO DE MÉXICO,57210,NEZAHUALCÓYOTL,Estado de Mexico,PEMEX,14.85,16,
-99.01116,19.39134,3578,"SERVICIO GORM, S. A. DE C. V.",GENERAL VICENTE VILLADA,57710,NEZAHUALCÓYOTL,Estado de Mexico,PEMEX,14.6,15.8,
-100.9807,22.13584,3441,"AUTOSERVICIO HIMNO NACIONAL, S. A. DE C. V.",HIMNO NACIONAL,78280,SAN LUIS POTOSÍ,San Luis Potosi,REPSOL,13.99,14.79,
-98.93043,19.29309,3233,"SERVICIO GORM, S. A. DE C. V.",SAN ISIDRO,56617,VALLE DE CHALCO SOLIDARIDAD,Estado de Mexico,PEMEX,14.4,15.9,17.9
-99.10818,19.37424,3614,"SERVICIO NUEVA ROSITA, S. A. DE C. V.",NUEVA ROSITA,9420,IZTAPALAPA,Ciudad de Mexico,PEMEX,15.99,16.99,
-99.04263,19.4843,3262,"SERVICIO MAILU, S. A. DE C. V.",IMPULSORA POPULAR AVÍCOLA,57130,NEZAHUALCÓYOTL,Estado de Mexico,PEMEX,14.8,14.99,
-103.3652,20.5662,3655,"GASOLINERA CUDEA, S. A. DE C. V.",TOLUQUILL,45610,TLAJOMULCO DE ZÚÑIGA,Jalisco,PEMEX,15,16.5,18.7
-103.299,20.63723,3519,"ORGANIZACIÓN LA LUNA, S. A. DE C. V.",LOS ALTOS,45520,SAN PEDRO TLAQUEPAQUE,Jalisco,PEMEX,15.49,16.99,18.79
-103.3297,20.6743,3229,"GASOLINERA CUDEA, S. A. DE C. V.",OBLATOS,44380,GUADALAJARA,Jalisco,PEMEX,15,16.5,18.5
-103.3485,20.69225,3628,"GASOLINERA CUDEA, S. A. DE C. V.",ALCANDE BARRANQUITA,44270,GUADALAJARA,Jalisco,PEMEX,14.9,15.99,
-99.24962,21.27917,3557,"SERVICIO LA SIERRITA, S. A. DE C. V.",LA VUELTA,76382,LANDA DE MATAMOROS,Queretaro,PEMEX,15.2,15.68,19.84
-103.3641,20.57447,3522,"GASOLINERA CUDEA, S. A. DE C. V.",TOLUQUILLA,45610,SAN PEDRO TLAQUEPAQUE,Jalisco,PEMEX,15,16.5,18.7
-99.27676,18.70251,3338,"GRUPO THOR SPARING, S. A. DE C. V.",LOCALIDAD XOXOCOTLA,62670,PUENTE DE IXTLA,Morelos,PEMEX,14.99,15.96,19.1
-93.16085,16.75727,3600,"OPERADORA DE COMBUSTIBLES SAN LUIS, S. A. DE C. V.",FRACCIONAMIENTO ARAMONI,29056,TUXTLA GUTIÉRREZ,Chiapas,PEMEX,15.01,16.09,19.2
-103.3469,20.70438,3290,"GASOLINERA CUDEA, S. A. DE C. V.",JARDINES ALCALDE,44620,GUADALAJARA,Jalisco,PEMEX,15,16.5,18.7
-99.61864,19.23877,3220,"SERVICIO VASA, S. A. DE C. V.",SANTA MARÍA,52161,METEPEC,Estado de Mexico,TOTAL,14.49,15.53,
-91.04569,18.18875,3563,"GRUPO GASOLINERO VILLAMON, S. A. DE C. V.",ALEJANDRÍA CANDELARIA,24330,CANDELARIA,Campeche,PEMEX,15.69,17.39,19.79
-87.446,20.21626,3178,"INMOBILIARIA CHILUCA, S. A. DE C. V.",TULUM,77760,TULUM,Quintana Roo,CorpoGas,16.34,17.39,19.39
-86.85688,21.19746,3569,"INMOBILIARIA SANTA BLANCA, S. A. DE C. V.",S/C,77500,BENITO JUÁREZ,Quintana Roo,CorpoGas,16.44,16.79,19.79
-86.91928,21.14387,3647,"INMOBILIARIA KOH, S. A. DE C. V.",S/C,77518,BENITO JUÁREZ,Quintana Roo,CorpoGas,15.59,16.39,19.59
-88.29462,18.50683,3413,"ARCO NORTE COMBUSTIBLES, S. A. DE C. V.",CENTRO,77000,OTHÓN P. BLANCO,Quintana Roo,CorpoGas,15.99,16.59,19.34
-86.863,21.17937,3577,"SERVICIO CAIMANES, S. A. DE C. V.",S/C,77516,BENITO JUÁREZ,Quintana Roo,CorpoGas,16.39,16.79,19.79
-86.85324,21.1843,3243,"INMOBILIARIA MONOSABIO, S. A. DE C. V.",S/C,77516,BENITO JUÁREZ,Quintana Roo,CorpoGas,16.29,16.79,19.79
-89.38589,18.51884,3461,"GRUPO GASOLINERO VILLAMON, S. A. DE C. V.",FUNDADORES,24640,CALAKMUL,Campeche,PEMEX,16.79,18.99,20.59
-99.24793,20.04934,3680,"SERVICIO IXTAZACUALA, S. A. DE C. V.",BOJAY,42970,ATITALAQUIA,Hidalgo,PEMEX,14.75,15.99,18.99
-99.67316,19.28179,3198,"MADINAT, S. A. DE C. V. E10914",VICENTE GUERRERO,50110,TOLUCA,Estado de Mexico,Nexum,13.72,15.29,
-99.05065,19.45316,3558,"SERVICIO FAGOSA, S. A. DE C. V.",CIUDAD LAGO,57185,NEZAHUALCÓYOTL,Estado de Mexico,PEMEX,14.58,15.9,
-98.93159,19.41136,3595,"SERVICIO KAFEGO, S. A. DE C. V.",SANTA MARÍA NATIVITAS,56330,CHIMALHUACÁN,Estado de Mexico,PEMEX,14.58,14.99,
-99.95103,19.71453,3294,"SÚPER SERVICIO GARDUÑO, S. A. DE C. V.",CENTRO,50640,SAN FELIPE DEL PROGRESO,Estado de Mexico,PEMEX,14.99,15.99,19
-99.9456,19.7274,3635,"SÚPER SERVICIO GARDUÑO, S. A. DE C. V.",CHILCHOTA,50640,SAN FELIPE DEL PROGRESO,Estado de Mexico,PEMEX,14.99,15.99,19
-101.2853,19.68976,3252,"ESTACIÓN DE SERVICIO FAMGAS, S. A. DE C. V.",SAN LORENZO ITZICUARO,58330,MORELIA,Michoacan,PEMEX,14.7,16.79,18.9
-102.1083,19.84727,3318,"SERVICIO SOLCER, S. A. DE C. V.",S/C,59780,CHILCHOTA,Michoacan,PEMEX,15.98,17.85,19.92
-102.0113,19.91399,3255,"SERVICIO SOLCER, S. A. DE C. V.",CENTRO,58760,PURÉPERO,Michoacan,PEMEX,15.95,17.85,19.92
-100.1754,25.47089,10911,"ENERGÉTICOS DE LA LAGUNA, S. A. DE C. V.",LOS RODRIGUEZ,67301,SANTIAGO,Nuevo Leon,PEMEX,16.83,18.26,19.99
-99.66704,19.33687,3383,"SÚPER SERVICIO TOLLOCAN, S. A. DE C. V.",PARQUE INDUSTRIAL,50030,TOLUCA,Estado de Mexico,TOTAL,14.61,15.69,18.49
-99.03369,19.40238,3200,"SERVICIO CORCEL, S. A. DE C. V.",PORFIRIO DÍAZ,57520,NEZAHUALCÓYOTL,Estado de Mexico,PEMEX,14.6,15.8,
-99.66897,19.3205,3247,"SERVICIO RÍO SANTA CRUZ, S. A. DE C. V.",SAN MARCOS,50030,TOLUCA,Estado de Mexico,PEMEX,14.3,15.49,18.45
-99.03629,19.41585,3387,"SERVICIO JURAMMI, S. A. DE C. V.",AGUA AZUL,57205,NEZAHUALCÓYOTL,Estado de Mexico,PEMEX,14.9,16,18.5
-99.03967,19.50835,3573,"SERVICIO VALDORI, S. A. DE C. V.",VALLE DE ARAGÓN 3RA SECCIÓN,55280,ECATEPEC DE MORELOS,Estado de Mexico,PEMEX,14.84,14.99,18.4
-103.294,20.59678,3251,"MINATORE Y PIOGGIA, S. A. DE C. V.",EL TEMPIZQUE,45580,SAN PEDRO TLAQUEPAQUE,Jalisco,PEMEX,15.94,17.97,20.96
-98.9766,19.36587,3253,"SERVICIO GRACIEL, S. A. DE C. V.",VALLE DE LOS REYES,56430,LA PAZ,Estado de Mexico,PEMEX,14.8,16.05,
-99.97349,25.60259,3350,"SERVICIO CADEREYTA, S. A. DE C. V.",LÁZARO CÁRDENAS,67451,CADEREYTA JIMÉNEZ,Nuevo Leon,PEMEX,15.65,16.7,18.9
-99.05672,18.87433,3667,"GASOLINERIA ULLOA, S. A. DE C. V.",JOVITO,62730,YAUTEPEC,Morelos,PEMEX,15.87,16.62,19.99
-99.02178,19.5733,3385,"SERVICIO VALLE, S. A. DE C. V.",JUAN DE LA BARRERA,55119,ECATEPEC DE MORELOS,Estado de Mexico,PEMEX,14.48,14.83,
-101.0597,19.74673,3564,"SERVICO CHARO, S. A. DE C. V.",S/C,61300,CHARO,Michoacan,PEMEX,14.99,15.76,18.99
-103.7442,19.25393,3298,"SERVICIOS DIANA, S. A. DE C. V.",S/C,28973,VILLA DE ÁLVAREZ,Colima,PEMEX,14.89,15.25,
-98.77206,20.0894,3660,"SERVICIO LA VENTA, S. A. DE C. V.",PLAZA PERISUR,42080,PACHUCA DE SOTO,Hidalgo,PEMEX,15.19,15.99,
-100.2873,25.82711,11105,"ENERGÉTICOS DE LA LAGUNA, S. A. DE C. V.",S/C,66058,GENERAL ESCOBEDO,Nuevo Leon,EXXON MOBIL,16.66,17.89,19.98
-103.4459,20.2772,3508,"SERVICIO CARRETERO JOCOTEPEC, S. A. DE C. V.",S/C,45880,JOCOTEPEC,Jalisco,PEMEX,15.99,17.69,19.29
-93.17426,16.71721,3443,"OPERADORA DE COMBUSTIBLES BONANZA, S. A. DE C. V.",TERÁN,29050,TUXTLA GUTIÉRREZ,Chiapas,PEMEX,14.49,15.89,19.55
-103.4558,20.57207,3228,"SERVICIO SANTA ANITA, S. A. DE C. V.",S/C,45645,TLAJOMULCO DE ZÚÑIGA,Jalisco,G500 NETWORK,15.98,16.98,18.99
-101.8028,19.81854,3615,"ESTACIÓN DE SERVICIO ESMERALDA, S. A. DE C. V.",SAN MIGUEL,58629,ZACAPU,Michoacan,PEMEX,15.99,16.29,
-98.29456,20.14721,3550,"ARTURO Y JUAN GOMEZ MARTINEZ, S. A. DE C. V.",SAN ALEJO,43710,TULANCINGO DE BRAVO,Hidalgo,PEMEX,13.69,14.99,18.1
-104.8791,21.46652,3585,"SERVICIO APOLO, S. A. DE C. V.",S/C,63196,TEPIC,Nayarit,PEMEX,16.99,17.99,20.49
-105.2322,20.70313,3399,"SERVICIO APOLO, S. A. DE C. V.",S/C,48280,PUERTO VALLARTA,Jalisco,PEMEX,17.18,19.18,19.88
-99.13007,19.6846,3457,"ADMINISTRADORA DE FRANQUICIAS R & R, S. A. DE C. V.",S/C,54960,TULTEPEC,Estado de Mexico,PEMEX,14.99,,
-109.9189,22.89611,3475,"ESTACIONES DE SERVICIO PENINSULARES, S. A. DE C. V.",MATAMOROS,23410,LOS CABOS,Baja California Sur,ORSAN,15.49,16.59,
-100.0224,25.27906,3192,"GASOLINERA BALLESTEROS IBARRA, S. A. DE C. V.",CENTRO,67350,ALLENDE,Nuevo Leon,PEMEX,16.68,18.09,19.79
-109.9218,22.90488,3500,"ESTACIONES DE SERVICIO PENINSULARES, S. A. DE C. V.",LAGUNITAS CABO SAN LUCAS,23410,LOS CABOS,Baja California Sur,ORSAN,14.99,17.89,19.79
-99.66035,18.25284,3274,"ESTACIÓN DE SERVICIO COCULA GUERRERO, S. A. DE C. V.",BARRIO DE GUADALAUPE,40580,COCULA,Guerrero,PEMEX,16.15,16.4,19.85
-99.11705,24.04535,3505,JUAN NEPOMUCENO GUERRA PÉREZ,EJIDO PLAN DE AYALA MUNICIPIO DE GUEMEZ,87249,GÜÉMEZ,Tamaulipas,EXXON MOBIL,16.09,16.58,19.98
-103.1204,20.60865,3403,"ENERGÉTICA PETROJAL, S. A. DE C. V.",S/C,45430,ZAPOTLANEJO,Jalisco,PEMEX,15.2,16.2,18.4
-100.1638,25.64234,3321,"OPERADORA ESSE, S. A. DE C. V.",S/C,67250,JUÁREZ,Nuevo Leon,PEMEX,14.49,15.99,18.49
-100.1748,26.50183,10923,"ENERGÉTICOS DE LA LAGUNA, S. A. DE C. V.",CENTRO,65200,SABINAS HIDALGO,Nuevo Leon,PEMEX,15.98,17.29,19.78
-102.0944,20.67032,3174,"SERVICIO CAMARENA, S. A. DE C. V.",RANCHO LAS LAGUNAS,47960,JESÚS MARÍA,Jalisco,PEMEX,15.45,16.8,19
-116.8817,32.51316,3327,"ESTACIÓN ORO, S. A. DE C. V.",GRANJAS FAMILIARES DEL MATAMOROS,22120,TIJUANA,Baja California,PEMEX,12.99,,17.99
-109.7059,23.07254,3488,"ESTACIONES DE SERVICIO PENINSULARES, S. A. DE C. V.",LOMAS DEL ROSARITO SAN JOSÉ DEL CABO,23407,LOS CABOS,Baja California Sur,ORSAN,16.79,17.39,19.89
-103.2481,19.68049,3186,"SERVICIO MENDEZ IBAÑEZ, S. A. DE C. V.",CENTRO,49650,TAMAZULA DE GORDIANO,Jalisco,PEMEX,16.59,17.29,19.81
-103.4189,20.72532,3376,"RINCON ENERGÉTICO, S. A. DE C. V.",RESIDENCIAL SANTA MARGARITA,45110,ZAPOPAN,Jalisco,PEMEX,15.49,16.99,18.7
-103.1291,20.60742,3489,"ESTACIÓN DE SERVICIO MAXIPISTA TAPATÍA, S. A. DE C. V.",S/C,45430,ZAPOTLANEJO,Jalisco,BP (BRITISH PETROLEUM),15.96,16.99,18.31
-109.7104,23.09886,3406,"ESTACIONES DE SERVICIO PENINSULARES, S. A. DE C. V.",EL ZACATAL SAN JOSÉ DE CABO,23400,LOS CABOS,Baja California Sur,ORSAN,16.59,17.69,19.79
-103.3875,20.74153,3435,"COMBUSTIBLES MILLENIUM, S. A. DE C. V.",INDUSTRIAL ZAPOPAN NORTE,45130,ZAPOPAN,Jalisco,BP (BRITISH PETROLEUM),15.96,16.52,18.72
-98.90323,19.61108,3332,"SERVICIO CHIPILTEPEC, S. A. DE C. V.",SAN MATEO CHIPILTEPEC,55890,ACOLMAN,Estado de Mexico,PEMEX,14.99,15.5,19.5
-99.67056,19.27914,3206,"GASOLINERIA EL TEXANO, S. A. DE C. V.",FEDERAL,50120,TOLUCA,Estado de Mexico,PEMEX,19.45,21.03,
-103.4,20.73529,3653,"COMBUSTIBLES PAVILLON, S. A. DE C. V.",SAN ISIDRO EJIDAL,45147,ZAPOPAN,Jalisco,BP (BRITISH PETROLEUM),15.96,16.52,
-99.20559,19.55146,3219,"DESECHOS BIOLÓGICOS E INDUSTRIALES, S. A. DE C. V.",SÁN NICOLÁS,54040,TLALNEPANTLA DE BAZ,Estado de Mexico,CorpoGas,15.49,16.49,
-103.2823,20.64064,3637,"AUTOSERVICIO GASHR, S. A. DE C. V.",REAL PATRIA,45400,TONALÁ,Jalisco,PEMEX,14.69,16.33,
-100.2424,25.76334,10917,"ENERGÉTICOS DE LA LAGUNA, S. A. DE C. V.",RESIDENCIAL LAS PALMAS,66610,APODACA,Nuevo Leon,PEMEX,16.74,18.11,19.85
-101.027,25.44808,3371,"SERVICIO CERRO DEL PUEBLO, S. A. DE C. V.",S/C,25100,SALTILLO,Coahuila,PEMEX,14.5,15.5,18.9
-109.9082,22.89267,3605,"ESTACIONES DE SERVICIO PENINSULARES, S. A. DE C. V.",JUÁREZ,23410,LOS CABOS,Baja California Sur,ORSAN,15.69,16.59,19.79
-100.0649,25.62417,3646,"GASOLINERA SANTA ANITA, S. A. DE C. V.",SAN ANTONIO JUÁREZ,64450,JUÁREZ,Nuevo Leon,PEMEX,20.09,21.31,20.99
-98.99021,19.61897,3328,"GALLAECIA GAS, S. A. DE C. V.",SAN ISIDRO,50064,ECATEPEC DE MORELOS,Estado de Mexico,PEMEX,14.99,15.69,18.89
-100.2651,25.7585,10847,"ENERGÉTICOS DE LA LAGUNA, S. A. DE C. V.",RESIDENCIAL SAN NICOLAS,66414,SAN NICOLÁS DE LOS GARZA,Nuevo Leon,PEMEX,15.57,16.98,
-98.2923,20.1483,3575,"COMPAÑIA SANTA MARÍA, S. A. DE C. V.",SAN ALEJO,43710,TULANCINGO DE BRAVO,Hidalgo,PEMEX,13.69,14.99,18.29
-98.39498,20.07131,3244,"ESTACIÓN SANTA MARÍA LA JOYA, S. A. DE C. V.",SAN FRANCISCO HUATENGO,43660,TULANCINGO DE BRAVO,Hidalgo,PEMEX,13.69,14.99,
-103.2625,20.54234,3459,"SERVICIOS GASOLINEROS DE MÉXICO, S. A. DE C. V.",SAN JOSÉ DEL CASTILLO,45685,EL SALTO,Jalisco,Oxxo Gas,15.5,18.09,18.99
-99.15694,19.6241,3528,"SERVICIO PANAMERICANO DE COMBUSTIBLES, S. A. DE C. V.",LÁZARO CÁRDENAS,54916,TULTITLÁN,Estado de Mexico,BP (BRITISH PETROLEUM),14.59,16.19,18.49
-109.927,22.88663,3440,"ESTACIONES DE SERVICIO PENINSULARES, S. A. DE C. V.",4 DE MARZO,23473,LOS CABOS,Baja California Sur,ORSAN,15.94,17.04,
-101.137,27.87241,3175,"GASOLINERA SERVICIO Y GRIEGA, S. A. DE C. V.",FUNDADORES,26740,SABINAS,Coahuila,PEMEX,19.95,21.19,21.19
-99.20914,19.66524,3555,"GAS SERVICIOS AGILES, S. A. DE C. V.",CENTRO URBANO,54740,CUAUTITLÁN IZCALLI,Estado de Mexico,PEMEX,14.94,16.49,
-103.2221,20.58544,3300,"GRUPO VEDOGAS, S. A. DE C. V.",EL JAUJA,45420,TONALÁ,Jalisco,G500 NETWORK,15.29,16.19,18.99
-93.64211,16.68542,3240,"OPERADORA DE COMBUSTIBLE JIQUIPILAS, S. A. DE C. V.",S/C,30430,JIQUIPILAS,Chiapas,PEMEX,13.9,13.99,17.74
-99.80642,19.6755,3439,"ESTACIÓN DE SERVICIO JOCO, S. A. DE C. V.",SAN JOAQUIN,50734,JOCOTITLÁN,Estado de Mexico,PEMEX,14.38,15.2,18.28
-103.9572,20.90909,3580,"ESTACIÓN SAN ANDRES, S. A. DE C. V.",BELLAVISTA,46472,MAGDALENA,Jalisco,PEMEX,16.19,18.59,18.99
-99.1217,19.8238,3610,"E.S. 8104 SAN JUAN DE ZITLALTEPEC, S. A. DE C. V.",SAN JUAN ZITLALTEPEC,55600,ZUMPANGO,Estado de Mexico,PEMEX,14.65,,18.2
-103.9889,20.9123,3421,"SERVICIO MAGDALENA, S A DE C V",S/C,46470,MAGDALENA,Jalisco,PEMEX,16.19,18.59,18.99
-99.59919,19.45608,3676,"SERVICIO TEMOAYA, S. A. DE C. V.",MOLINO DE ABAJO,50850,TEMOAYA,Estado de Mexico,PEMEX,15.14,15.3,17.87
-99.03836,19.38745,3586,"JAPI, S. A. DE C. V.",JUAN ESCUTIA,9100,IZTAPALAPA,Ciudad de Mexico,PEMEX,14.55,15.45,
-100.112,25.67957,10828,"ENERGÉTICOS DE LA LAGUNA, S. A. DE C. V.",S/C,67250,JUÁREZ,Nuevo Leon,PEMEX,16.34,18.11,19.99
-102.7166,20.00267,3437,SILVIA SALAS TREJO,S/C,59510,JIQUILPAN,Michoacan,PEMEX,16.96,17.55,20.16
-101.1606,22.31257,3656,"PROVEEDORA VIAL DE COMBUSTIBLES, S. A. DE C. V.",RINCON DE PORVENIR,78470,MEXQUITIC DE CARMONA,San Luis Potosi,TOTAL,14.54,14.8,18.47
-103.376,20.73903,3215,"RED DE GASOLINERAS UNIVERSITARIAS, S. A. DE C. V.",VILLA DE LOS BELENES,45180,ZAPOPAN,Jalisco,PEMEX,16.56,18.47,17.28
-99.53138,19.82071,3627,"LUBRICANTES Y SERVICIOS CHAPA DE MOTA, S. A. DE C. V.",S/C,54350,CHAPA DE MOTA,Estado de Mexico,PEMEX,14.99,15.5,18.5
-103.2041,22.37003,3657,"GRUPO CORPORATIVO ALMA, S. A. DE C. V.",S/C,46260,HUEJÚCAR,Jalisco,PEMEX,15.98,16.4,19.36
-103.1161,20.58668,3366,"ESTACIÓN DE SERVICIO LA ARENA, S. A. DE C. V.",LA LAJA,45438,ZAPOTLANEJO,Jalisco,PEMEX,14.99,17.35,18.15
-109.7118,23.10597,3284,"ESTACIONES DE SERVICIO PENINSULARES, S. A. DE C. V.",ZACATAL SAN JOSÉ DEL CABO,23400,LOS CABOS,Baja California Sur,ORSAN,16.59,17.99,19.29
-103.3991,20.74094,3316,"COMBUSTIBLES MINOTAURO, S. A. DE C. V.",LOMAS DE ZAPOPAN,45130,ZAPOPAN,Jalisco,BP (BRITISH PETROLEUM),15.96,16.52,
-103.2597,20.68658,3210,"SERVICIO PERITALA, S. A. DE C. V.",JALISCO,45403,TONALÁ,Jalisco,PEMEX,15.17,16.97,17.97
-98.89455,19.48104,3264,"SERVICIO MAPEX, S. A. DE C. V.",SAN JUAN BERNARDINO,56260,TEXCOCO,Estado de Mexico,PEMEX,14.99,15.5,18.8
-103.4568,20.55564,3503,"COMBUSTIBLES DE SANTA ANITA, S. A. DE C. V.",CAMINO A SANTA ANITA,45640,TLAJOMULCO DE ZÚÑIGA,Jalisco,PEMEX,16.15,16.85,
-103.4132,20.56312,3491,"COMBUSTIBLES MARIANO OTERO, S. A. DE C. V.",LA CALERILLA,45602,SAN PEDRO TLAQUEPAQUE,Jalisco,PEMEX,15.89,17.3,19.16
-103.2692,20.69357,3452,"PICO DE LAMAS, S. A. DE C. V.",S/C,45409,TONALÁ,Jalisco,PEMEX,15.05,16.99,18.35
-103.3997,20.60435,3438,"GASOLINERA DEL SUR DE GUADALAJARA, S. A. DE C. V.",SANTA MARÍA TEQUEPEXPAN,45580,SAN PEDRO TLAQUEPAQUE,Jalisco,PEMEX,15.89,16.85,19.06
-103.4472,20.58483,3409,"COMBUSTIBLES POSEIDON, S. A. DE C. V.",S/C,45645,TLAJOMULCO DE ZÚÑIGA,Jalisco,BP (BRITISH PETROLEUM),15.96,16.99,
-103.4092,20.70972,3283,"COMBUSTIBLES CENTAURO, S. A. DE C. V.",REAL ACUEDUCTO,45116,ZAPOPAN,Jalisco,BP (BRITISH PETROLEUM),15.96,17.3,
-103.1286,20.60373,3490,"ESTACIÓN DE SERVICIO MAXIPISTA TAPATÍA, S. A. DE C. V.",S/C,45430,ZAPOTLANEJO,Jalisco,BP (BRITISH PETROLEUM),15.96,16.99,18.31
-98.85302,19.26609,3388,"ORIGAS, S. A. DE C. V.",SAN GREGORIO CUAUTZINGO,56640,CHALCO,Estado de Mexico,BP (BRITISH PETROLEUM),14.75,15.15,18.29
-103.432,20.63135,3258,"TOURN, S. A. DE C. V.",PASEOS DEL SOL 1A SECCIÓN,45079,ZAPOPAN,Jalisco,PEMEX,15.79,16.45,
-103.6388,19.55648,3445,"SÚPER SEVICIO TUXPAN, S. A. DE C. V.",S/C,49800,TUXPAN,Jalisco,PEMEX,16.99,18.29,19.81
-99.47232,19.28391,3455,"AUTO SERVICIO LOS ENCINOS, S. A. DE C. V.",JUÁREZ,52740,OCOYOACAC,Estado de Mexico,BP (BRITISH PETROLEUM),15.79,16.79,
-103.4307,20.66154,3492,"COMBUSTIBLES MELAMENGAMBREAS, S. A. DE C. V.",ARCOS DE GUADALUPE,45037,ZAPOPAN,Jalisco,BP (BRITISH PETROLEUM),15.96,16.99,
-103.3351,19.63044,3231,"SERVICIO CERCA LIZA, S. A. DE C. V.",CERCALIZA,49600,ZAPOTILTIC,Jalisco,PEMEX,16.79,17.89,19.81
-103.3143,20.62465,3295,"GASOLINERA TLAQUEPAQUE, S. A. DE C. V.",ALAMO,45560,SAN PEDRO TLAQUEPAQUE,Jalisco,PEMEX,15.85,16.85,19.06
-103.5315,20.72942,3547,"COMBUSTIBLES TRITON, S. A. DE C. V.",LA VENTA DEL ASTILLERO,45221,ZAPOPAN,Jalisco,BP (BRITISH PETROLEUM),15.96,16.99,18.36
-99.18352,19.55057,11061,"SÚPER SERVICIO TABLA HONDA, S. A. DE C. V.",TABLA HONDA,54126,TLALNEPANTLA DE BAZ,Estado de Mexico,PEMEX,14.79,17.39,17.76
-103.4722,20.54415,3234,"COMBUSTIBLES POPOYOTE, S. A. DE C. V.",SAN AGUSTÍN,45645,TLAJOMULCO DE ZÚÑIGA,Jalisco,BP (BRITISH PETROLEUM),15.96,16.99,18.58
-103.42,20.68575,3326,"ESTACIÓN DE SERVICIO PATRIA UNIVERSIDAD, S. A. DE C. V.",JARDINES DE LA PATRIA,45110,ZAPOPAN,Jalisco,PEMEX,16.21,17.25,19.57
-103.4444,20.64911,3268,"COMBUSTIBLES TAFIRUL, S. A. DE C. V.",EL COLLI URBANO,45070,ZAPOPAN,Jalisco,BP (BRITISH PETROLEUM),15.96,16.99,
-103.4326,20.64487,10844,"SERVICIO RAYO, S. A. DE C. V.",EL COLLI URBANO,45070,ZAPOPAN,Jalisco,PEMEX,15.99,16.99,
