Longitud,Latitud,ID_CRE,Razon_Social,Colonia,CP,Municipio,Entidad,Franquicia_Marca,Gas87,Gas91,Diesel
-102.3008,21.86623,9245,"GASOLINERA ASTRA, S. A. DE C. V.",FRACCIONAMIENTO LAS AMERICAS,20230,AGUASCALIENTES,Aguascalientes,BP (BRITISH PETROLEUM),15.15,16.19,19.45
-101.2632,20.23438,8654,"SERVICIO EL TIGRE, S. A. DE C. V.",S/C,38950,YURIRIA,Guanajuato,PEMEX,15.98,16.98,19.5
-98.66759,26.23441,9002,"COMBUSTIBLES Y LUBRICANTES SALINAS, S. A. DE C. V.",VALADECES,88410,GUSTAVO DÍAZ ORDAZ,Tamaulipas,PEMEX,19.71,20.98,20.76
-99.14893,23.75913,9284,"PROMOTORA CORCAN, S. A. DE C. V.",TREVINO ZAPATA,87020,VICTORIA,Tamaulipas,EXXON MOBIL,15.99,16.68,
-99.16019,23.74539,9242,"PROMOTORA CORCAN, S. A. DE C. V.",LÁZARO CÁRDENAS,87030,VICTORIA,Tamaulipas,GULF,15.99,16.99,
-97.66342,18.89348,8772,"TUZUAPAN AUTOSERVICIOS, S. A. DE C. V.",SAN JOSÉ TUZUAPAN,75470,QUECHOLAC,Puebla,PEMEX,15.88,17,18.89
-99.05894,26.39574,8644,"COMBUSTIBLES Y LUBRICANTES SALINAS, S. A. DE C. V.",BENITO JUÁREZ,88307,MIGUEL ALEMÁN,Tamaulipas,PEMEX,19.1,,21
-106.4406,23.28693,8801,"OPERADORA DE GASOLINERAS, S. A. DE C. V.",VENADILLO,82129,MAZATLÁN,Sinaloa,PEMEX,15.98,16.19,18.99
-99.35365,20.15456,9239,"ESTACIÒN ENDHO, S. A. DE C. V.",GENERAL PEDRO MARÍA ANAYA,42930,TEPETITLÁN,Hidalgo,PEMEX,14.74,19.29,18.47
-99.141,18.8756,8900,"SERVICIO ZACATEPEC, S. A. DE C. V.",SANTA ROSA,51407,TEJUPILCO,Estado de Mexico,PEMEX,16.83,,20.98
-97.04697,20.06979,8553,HERMENEGILDO ÓSCAR CERNA TREVIZO,EJIDAL,93600,MARTÍNEZ DE LA TORRE,Veracruz,PEMEX,16.05,17.15,
-106.4311,23.24782,9109,"OPERADORA DE GASOLINERAS, S. A. DE C. V.",FRANCISCO VILLA,82127,MAZATLÁN,Sinaloa,PEMEX,18.29,18.89,19.7
-101.944,20.72315,9236,"SEGURA & LEÓN HERNÁNDEZ, S. A. DE C. V.",CENTRO,36470,MANUEL DOBLADO,Guanajuato,PEMEX,16.54,17.5,19.67
-99.52801,19.40027,8883,"SERVICIOS LA GUARDESA, S. A. DE C. V.",INDEPENDENCIA XONACATLAN,52060,XONACATLÁN,Estado de Mexico,PEMEX,14.55,15.35,18.36
-115.4957,32.64763,9200,RAMÓN MÁRQUEZ ESPINOZA,LOMA LINDA,21140,MEXICALI,Baja California,ARCO,13.47,14.47,
-106.3898,23.24077,8750,"OPERADORA DE GASOLINERAS, S. A. DE C. V.",FLORES MAGON,82190,MAZATLÁN,Sinaloa,PEMEX,18.29,18.89,19.7
-106.9198,23.9206,8870,"FARMING MULTISERVICIOS, S. A. DE C. V.",S/C,82700,ELOTA,Sinaloa,PEMEX,15.79,16.49,18.69
-115.4635,32.60613,8658,"BELLAS ARTES GASOLINERA, S. A. DE C. V.",DESARROLLO URBANO XOCHIMILCO,21380,MEXICALI,Baja California,ARCO,13.5,14.5,18.9
-111.0005,30.61527,8633,"GASOLINERA PERIMETRAL, S. A. DE C. V.",LA MISION,84160,MAGDALENA,Sonora,PEMEX,16.49,20.69,19.99
-103.3517,20.54698,8891,DELFINA ORTIZ REGALADO,SC,45655,TLAJOMULCO DE ZÚÑIGA,Jalisco,PEMEX,15.98,16.98,19.45
-102.7171,20.02536,9045,"GRUPO ESPECIALIZADO CASTELLANOS, S. A. DE C. V.",RAMIREÑO,59510,JIQUILPAN,Michoacan,PEMEX,16.88,17.54,20.15
-96.95396,19.44928,8642,"COMBUSTIBLES TEXIN, S. A. DE C. V.",CENTRO,91500,COATEPEC,Veracruz,PEMEX,15.2,15.65,19.75
-94.39481,18.02751,8731,ENRIQUE GUIRAO MARTINEZ,SANTA MARÍA DEL CARMEN,96365,IXHUATLÁN DEL SURESTE,Veracruz,PEMEX,14.99,16.99,18.7
-104.6047,24.06308,8972,"GASOLINERA CIUDAD INDISTRIAL DE DURANGO, S. A.",CD. INDUSTRIAL,34208,DURANGO,Durango,PEMEX,15.29,15.59,19.14
-99.12038,23.74781,8674,"RAMENDZ, S. DE R. L. DE C. V.",LA PAZ,87089,VICTORIA,Tamaulipas,PEMEX,15.8,17,
-94.46133,18.14253,9070,CRUZ ELVIRA MARTINEZ MENDOZA,20 DE NOVIEMBRE,96570,COATZACOALCOS,Veracruz,PEMEX,15.57,17.29,
-115.1896,32.35735,8952,MARIO SOLORZANO RAMOS,ESTACIÓN DELTA,21700,MEXICALI,Baja California,CHEVRON,14.99,16.39,19.09
-100.3055,25.65589,9056,"STOP SYSTEM GAS, S. A. DE C. V.",INDEPENDENCIA,64720,MONTERREY,Nuevo Leon,PEMEX,19.99,21.6,
-103.4073,20.61976,8762,"SERVICIO MARTIRES DEL TESORO, S. DE R. L. DE C. V.",CERRO DEL TESORO,45608,SAN PEDRO TLAQUEPAQUE,Jalisco,BP (BRITISH PETROLEUM),15.89,16.79,19.15
-102.3133,19.95408,8630,"SERVICIO ORANDINO, S. DE R. L. DE C. V.",LA ENRAMADA,59800,JACONA,Michoacan,BP (BRITISH PETROLEUM),15.99,16.79,19.99
-100.9666,18.54742,8863,"ESTACIÓN DE SERVICIO LA PRINCESA, S. A. DE C. V.",CENTRO COMBURINDIO,61940,HUETAMO,Michoacan,PEMEX,16.9,17.5,20.5
-98.0693,25.99519,8564,"COMBUSTIBLES FLOHIN, S. A. DE C. V.",GRACIANO SANCHEZ,88920,RÍO BRAVO,Tamaulipas,PEMEX,12.1,14.2,
-99.67828,19.27596,8877,"SÚPER SERVICIO CALEVA, S. A. DE C. V.",SEMINARIO 5TA. SECCION,50170,TOLUCA,Estado de Mexico,PEMEX,13.99,14.35,18.05
-96.19071,19.15659,8879,"GRUPO FERCHE, S. A. DE C. V.",LAS BAJADAS,91697,VERACRUZ,Veracruz,Ferche Gas,14.59,15.89,18.15
-96.27664,19.19013,8618,"COMBUSTIBLES DE SANTA FE, S. A. DE C. V.",DELFINO VICTORIA,N/D,VERACRUZ,Veracruz,PEMEX,15.39,16.99,17.55
-101.3739,24.61452,8803,"SERVICIOS GASOLINEROS DE MÉXICO, S. A. DE C. V.",SIN NOMBRE,98200,CONCEPCIÓN DEL ORO,Zacatecas,Oxxo Gas,15.59,18.39,19.09
-100.2635,25.59771,8649,"SERVICIOS GASOLINEROS DE MÉXICO, S. A. DE C. V.",CAMPESTRE MEDEROS,64970,MONTERREY,Nuevo Leon,Oxxo Gas,16.78,18.18,
-96.14482,19.18418,8796,"SERVICIO ECHEVEN, S. A. DE C. V.",CENTRO,91700,VERACRUZ,Veracruz,PEMEX,13.24,13.49,17.99
-100.2734,25.62562,9246,"SERVICIOS GASOLINEROS DE MÉXICO, S. A. DE C. V.",CONTRY,64860,MONTERREY,Nuevo Leon,Oxxo Gas,16.51,17.94,
-99.13389,19.67565,9263,"SÚPER SERVICIO TULTEPEC, S. A. DE C. V.",BARRIO EL CALVARIO,54960,TULTEPEC,Estado de Mexico,PEMEX,14.69,17.99,18.79
-99.08085,19.6607,8783,"SÚPER SERVICIO SAN PABLO HERMANOS Y SUCURSALES, S. A. DE C. V.",SAN PABLO DE LAS SALINAS,54930,TULTITLÁN,Estado de Mexico,PEMEX,14.99,18.59,18.99
-98.39014,17.76513,8935,SOLEDAD MARÍA DOLORES BRAVO GUZMÁN,LOC. ZAPOTITLAN LAGUNAS,69120,ZAPOTITLÁN LAGUNAS,Oaxaca,PEMEX,17.99,,20
-99.93388,20.68243,8881,ABEL CLEMENCIO PÉREZ MONTES,LOS BENITOS,76299,COLÓN,Queretaro,PEMEX,14.65,16.87,18.9
-99.90121,20.66028,9174,J DOLORES MANUEL PÉREZ MONTES,CENTRO,76650,EZEQUIEL MONTES,Queretaro,PEMEX,14.78,16.98,19
-100.8806,17.26766,8838,"SERVICIO SADALA, S. A. DE C. V.",POBLADO DE SAN LUIS SAN PEDRO,40905,TÉCPAN DE GALEANA,Guerrero,PEMEX,15.96,16.1,18.9
-100.4442,20.75308,8585,"CUMA PREMIER, S. A. DE C. V.",S/C,76220,QUERÉTARO,Queretaro,PEMEX,14.86,16.89,18.99
-100.2385,25.56649,9023,"SERVICIOS GASOLINEROS DE MÉXICO, S. A. DE C. V.",EXCOMUNIDAD DE LA ESTANZUELA,N/D,MONTERREY,Nuevo Leon,Oxxo Gas,16.48,17.98,
-98.19645,18.98746,8767,"SINERGIA DE ENERGÉTICOS, S. A. DE C. V.",SAN JOSÉ XILOTZINGO,72590,PUEBLA,Puebla,PEMEX,13.99,14.59,17.99
-101.4215,20.96732,9203,"SERVIEXPRESS COLINAS, S. A. DE C. V.",S/C,36270,SILAO DE LA VICTORIA,Guanajuato,PEMEX,15.99,16.99,19.21
-102.5155,22.7323,8893,"MULTISERVICIO SAN RAMÓN, S. A. DE C. V.",DIVISIÓN DEL NORTE,98605,GUADALUPE,Zacatecas,PEMEX,15.2,16,18.99
-100.493,25.68611,8570,"SERVICIOS GASOLINEROS DE MÉXICO, S. A. DE C. V.",FRACCIONAMIENTO LAS ANACUAS,66359,SANTA CATARINA,Nuevo Leon,Oxxo Gas,16.78,18.18,
-105.5238,28.18185,9197,"TADEGAS, S. A. DE C. V.",ROSALES,33120,ROSALES,Chihuahua,PEMEX,14.52,15.86,18.89
-115.4402,32.66325,9287,"SERVICIO RÍO FUERTE, S. A. DE C. V.",CUAUHTEMOC NORTE,21200,MEXICALI,Baja California,PEMEX,13.89,15.99,
-100.2315,25.7031,8833,"SERVICIOS GASOLINEROS DE MÉXICO, S. A. DE C. V.",NUEVA LINDA VISTA,67110,GUADALUPE,Nuevo Leon,Oxxo Gas,16.78,18.18,
-101.3898,20.63079,9154,"SERVIEXPRESS SANTA ANITA, S. A. DE C. V.",SANTA ANITA,36560,IRAPUATO,Guanajuato,PEMEX,14.9,16.99,18.99
-98.20425,19.07235,8761,"SINERGIA DE ENERGÉTICOS, S. A. DE C. V.",LAS CUARTILLAS,72050,PUEBLA,Puebla,SHELL,14.49,15.09,18.39
-100.4691,25.68611,9131,"SERVICIOS GASOLINEROS DE MÉXICO, S. A. DE C. V.",S/C,66350,SANTA CATARINA,Nuevo Leon,Oxxo Gas,15.69,17.39,
-100.1944,25.74646,8827,"SERVICIOS GASOLINEROS DE MÉXICO, S. A. DE C. V.",VILLAS DE HUINALA,66634,APODACA,Nuevo Leon,Oxxo Gas,16.78,18.18,
-100.2546,25.8345,9103,"SERVICIOS GASOLINEROS DE MÉXICO, S. A. DE C. V.",HACIENDA SANTA ROSA,66640,APODACA,Nuevo Leon,Oxxo Gas,16.78,18.18,
-101.9608,22.04339,8734,ANDREA RODRÍGUEZ PEREA,PILOTOS,20795,ASIENTOS,Aguascalientes,PEMEX,15.2,16.98,19.4
-100.3873,24.39528,8595,"SERVICIOS GASOLINEROS DE MÉXICO, S. A. DE C. V.",COMUNIDAD JESÚS MA PUERTO NOPALILLOS,67874,GALEANA,Nuevo Leon,Oxxo Gas,15.79,16.89,18.99
-100.1801,25.71949,9237,"SERVICIOS GASOLINEROS DE MÉXICO, S. A. DE C. V.",FRACCIONAMIENTO SAN MIGUEL SECTOR GOLONDRINA,66649,APODACA,Nuevo Leon,Oxxo Gas,16.58,18.05,
-101.1624,19.66428,9160,"GASOLINERA MONTAÑA SUR, S. DE R. L. DE C. V.",S/C,58090,MORELIA,Michoacan,PEMEX,14.77,15.28,18.67
-100.2349,25.79139,9101,"SERVICIOS GASOLINEROS DE MÉXICO, S. A. DE C. V.",RESIDENCIAL EBANOS NORTE 2DO. SECTOR,66612,APODACA,Nuevo Leon,Oxxo Gas,16.58,18.05,
-100.2503,25.7033,8999,"SERVICIOS GASOLINEROS DE MÉXICO, S. A. DE C. V.",NUEVA LIBERTAD,67120,GUADALUPE,Nuevo Leon,Oxxo Gas,16.78,18.18,
-97.86674,22.25058,9063,"GASOLINERA M Y G, S. A. DE C. V.",TAMPICO,89137,TAMPICO,Tamaulipas,PEMEX,14.2,15.5,
-100.7564,25.59736,8742,"SERVICIOS GASOLINEROS DE MÉXICO, S. A. DE C. V.",CENTRO,65600,HIDALGO,Nuevo Leon,Oxxo Gas,15.79,16.79,19.19
-96.17258,19.21077,8802,"EMAKI DEL SURESTE, S. A. DE C. V.",PLAYA LINDA,91810,VERACRUZ,Veracruz,PEMEX,13.64,13.69,
-100.3329,25.67446,8639,"SERVICIOS GASOLINEROS DE MÉXICO, S. A. DE C. V.",MARÍA LUISA,64040,MONTERREY,Nuevo Leon,Oxxo Gas,16.58,18.05,
-101.4966,27.00368,9188,"COMBUSTIBLES DE FRONTERA, S. A. DE C. V.",VENUSTIANO CARRANZA,25800,FRONTERA,Coahuila,GULF,19.7,21.07,21.28
-98.43158,19.26796,8868,"SERVICIO LAS ARBOLEDAS, S. A. DE C. V.",LOS ANGELES,74080,SAN MARTÍN TEXMELUCAN,Puebla,PEMEX,14.98,16.5,18.7
-100.1791,25.70812,9123,"SERVICIOS GASOLINEROS DE MÉXICO, S. A. DE C. V.",S/C,67114,GUADALUPE,Nuevo Leon,Oxxo Gas,14.7,16.5,
-100.949,25.53919,8665,"SERVICIOS GASOLINEROS DE MÉXICO, S. A. DE C. V.",ZONA CENTRO,25900,RAMOS ARIZPE,Coahuila,Oxxo Gas,15.34,16.29,
-99.74052,19.26285,8957,"COMBUSTIBLES ZINA, S. A. DE C. V.",SAN CRISTOBAL TECOLIT,51367,ZINACANTEPEC,Estado de Mexico,PEMEX,15.09,15.99,18.99
-89.57648,21.02174,8752,"ESTACIÓN DE SERVICIO VISTA ALEGRE, S. A. DE C. V.",MAYA,97134,MÉRIDA,Yucatan,TECHPRO,15.89,16.34,19.74
-100.146,25.65923,9086,"SERVICIOS GASOLINEROS DE MÉXICO, S. A. DE C. V.",S/C,66339,JUÁREZ,Nuevo Leon,Oxxo Gas,14.7,16.5,
-100.956,22.14066,9182,"HIDROSINA PLUS, S. A. P. I. DE C. V.",FRACCIONAMIENTO CENTRAL,78399,SAN LUIS POTOSÍ,San Luis Potosi,Hidrosina,14.35,15.35,
-89.59149,21.03652,8936,"SERVICIO MERIDA NORTE, S. A. DE C. V.",SANTA GERTRUDIS COPO.,97305,MÉRIDA,Yucatan,TECHPRO,14.99,15.49,19.74
-100.2355,25.71771,8958,"SERVICIOS GASOLINEROS DE MÉXICO, S. A. DE C. V.",HACIENDA LOS MORALES,66495,SAN NICOLÁS DE LOS GARZA,Nuevo Leon,Oxxo Gas,16.78,18.18,
-98.96275,22.74223,8987,"HIDROSINA PLUS, S. A. P. I. DE C. V.",CENTRO,89800,EL MANTE,Tamaulipas,Hidrosina,14.55,15.25,
-100.1583,25.74138,8741,"SERVICIOS GASOLINEROS DE MÉXICO, S. A. DE C. V.",S/C,66647,APODACA,Nuevo Leon,Oxxo Gas,16.78,18.18,
-100.2565,25.58573,9285,"HIDROSINA PLUS, S. A. P. I. DE C. V.",LA ESTANZUELA,64988,MONTERREY,Nuevo Leon,Hidrosina,16.45,17.75,
-100.9394,25.54417,8851,"SERVICIOS GASOLINEROS DE MÉXICO, S. A. DE C. V.",PARQUE INDUSTRIAL,25903,RAMOS ARIZPE,Coahuila,Oxxo Gas,15.34,16.29,
-101.4904,20.8915,9204,"PARADOR SAN GILBERTO, S. A. DE C. V.",LA ALDEA,36280,SILAO DE LA VICTORIA,Guanajuato,WINDSTAR,16.39,16.99,19.65
-101.4743,20.97812,9257,"SERVIEXPRESS AEROPUERTO, S. A. DE C. V.",PLAYAS DE SOTELO,36282,SILAO DE LA VICTORIA,Guanajuato,PEMEX,15.99,16.99,19.21
-99.45978,18.29652,9281,"ESTACIÓN DE SERVICIO TRUJANO, S. A. DE C. V.",S/C,40160,TEPECOACUILCO DE TRUJANO,Guerrero,PEMEX,15.99,,19.5
-99.09001,19.66117,8696,"SERVICIO EJE TRES, S. A. DE C. V.",SAN PABLO DE LAS SALINAS,54930,TULTITLÁN,Estado de Mexico,PEMEX,14.99,17.99,
-116.9304,32.54279,11326,"BP ESTACIONES Y SERVICIOS ENERGÉTICOS, S. A. DE C. V.",NUEVA TIJUANA,22435,TIJUANA,Baja California,BP (BRITISH PETROLEUM),13.79,16.19,17.99
-104.6814,24.00451,11332,"SERVICIO CASAL DE DURANGO, S. A. DE C. V.",FRACCIONAMIENTO LA GRANJA,34120,DURANGO,Durango,PEMEX,15.39,15.47,18.04
-103.4353,20.63011,11333,"GRUPO PROLGAS, S. A. DE C. V.",FRACCIONAMIENTO PASEOS DEL SOL,45079,ZAPOPAN,Jalisco,G500 NETWORK,15.8,16.6,
-99.19888,19.38359,11336,"ESTACIÓN DE CARGA PERIFÉRICO SUR LM, S. A. DE C. V.",SAN PEDRO LOS PINOS,1180,ÁLVARO OBREGÓN,Ciudad de Mexico,CorpoGas,16.49,16.99,
-99.1731,19.49115,11330,"SÚPER SERVICIO GRANJAS, S. A.",SANTA CATARINA,2250,AZCAPOTZALCO,Ciudad de Mexico,PEMEX,15.15,15.99,18.99
-99.21371,19.33844,11337,"PAVIRO, S. A. DE C. V.",OLIVAR DE LOS PADRES,17880,ÁLVARO OBREGÓN,Ciudad de Mexico,PEMEX,16.48,17.98,18.98
-102.7176,20.00074,11335,"SÚPER SERVICIO JIQUILPAN, S. A. DE C. V.",CENTRO,59510,JIQUILPAN,Michoacan,PEMEX,16.97,17.56,20.17
-99.22291,19.36143,11328,"ESTACIÓN DE CARGA PERIFÉRICO SUR LM, S. A. DE C. V.",EXHACIENDA DE TARANGO,1620,ÁLVARO OBREGÓN,Ciudad de Mexico,CorpoGas,16.99,17.99,18.99
-99.1831,19.65907,11327,"LAS MEJORES ESTACIONES, S. A. DE C. V.",S/C,54800,CUAUTITLÁN IZCALLI,Estado de Mexico,PERC,14.39,17.85,18.31
-99.82352,25.18781,11331,"GASOLINERA BALLESTEROS IBARRA, S. A. DE C. V.",CENTRO,67500,MONTEMORELOS,Nuevo Leon,PEMEX,15.89,17.49,
-101.2577,21.03161,11329,"SERVICIO PANORAMICA, S. A. DE C. V.",SAN JAVIER,36020,GUANAJUATO,Guanajuato,PEMEX,16.69,16.99,19.99
-117.0498,32.32577,11325,"MINIMERCADOS MEXICANOS, S. DE R. L. DE C. V.",S/C,22710,PLAYAS DE ROSARITO,Baja California,PEMEX,14.99,16.89,18.65
-99.05642,19.50611,11339,"SERVICIO BEGONIA, S. A. DE C. V.",VALLE DE GUADALUPE,55270,ECATEPEC DE MORELOS,Estado de Mexico,BP (BRITISH PETROLEUM),14.95,15.19,
-93.21741,18.2564,11338,"CONSORCIO SARI, S. A. DE C. V.",SANTA AMALIA,86370,COMALCALCO,Tabasco,PEMEX,14.79,16.29,18.19
-100.5094,21.28842,9489,J JESÚS VAZQUEZ,VISTA HERMOSA,37900,SAN LUIS DE LA PAZ,Guanajuato,PEMEX,14.03,14.85,18.25
-99.11799,19.45798,11334,"GPDC ESTACIONES DE SERVICIO, S. A. DE C. V.",VALLE GÓMEZ,15210,VENUSTIANO CARRANZA,Ciudad de Mexico,PEMEX,14.69,16.79,
-103.2318,20.61612,9460,"AUTOSERVICIO GASHR, S. A. DE C. V.",LOS AMIALES,45422,TONALÁ,Jalisco,PEMEX,15.35,16.6,18.3
-99.6691,18.8128,9810,VICTORIA GARCÍA QUIÑONES,BARRIO SANTA MARIA,51950,TONATICO,Estado de Mexico,PEMEX,15.49,16.49,19.29
-100.0121,20.39482,9837,"GASOLINERA GOMARTI, S. A. DE C. V.",CENTRO,76800,SAN JUAN DEL RÍO,Queretaro,PEMEX,14.35,15.95,18.47
-99.09435,19.4247,9860,"INMOBILIARIA LOS REYES FIASA, S. A. DE C. V.",MOCTEZUMA 2DA. SECCION,15530,VENUSTIANO CARRANZA,Ciudad de Mexico,PEMEX,15.65,16.89,18.59
-98.2532,18.98042,9533,"AUTOSERVICIO CASTILLOTLA, S. A. DE C. V.",GUADALUPE HIDALGO,72480,PUEBLA,Puebla,EXXON MOBIL,14.45,14.99,18.4
-107.4391,24.77975,9820,"SERVICIOS GUVERID, S. A. DE C. V.",SAN RAFAEL,80150,CULIACÁN,Sinaloa,PEMEX,14.99,17.44,
-96.13745,18.08176,9858,"SERVICIO MANACAR, S. A. DE C. V.",LA PIRAGUA,68310,SAN JUAN BAUTISTA TUXTEPEC,Oaxaca,BP (BRITISH PETROLEUM),15.75,16.95,19.65
-97.6841,20.47651,9676,"GASOLINERA LA PUERTA, S. A. DE C. V.",S/C,73049,VENUSTIANO CARRANZA,Puebla,PEMEX,15.3,15.5,18.75
-101.5412,27.05955,9346,"SÚPER SERVICIO SAN BUENA, S. A. DE C. V.",ZONA CENTRO,25500,SAN BUENAVENTURA,Coahuila,BP (BRITISH PETROLEUM),14.59,17.69,
-101.6754,21.10044,9908,"SERVICIOS GASOLINEROS DE MÉXICO, S. A. DE C. V.",FRACCIONAMIENTO SAN MIGUEL,37390,LEÓN,Guanajuato,Oxxo Gas,16.37,17.35,19.36
-101.6227,21.08868,9896,"SERVICIOS GASOLINEROS DE MÉXICO, S. A. DE C. V.",FRACCIONAMIENTO INDUSTRIAL DELTA,37000,LEÓN,Guanajuato,Oxxo Gas,16.39,17.39,
-102.4892,19.63099,9703,"GRUPO GASOLINERO AZTECA, S. A. DE C. V.",S/C,59160,VENUSTIANO CARRANZA,Michoacan,PEMEX,16.21,16.82,19.45
-108.5393,27.39902,9735,VÍCTOR MANUEL SCHULTZ SOLIS,AEROPUERTO,33360,CHÍNIPAS,Chihuahua,PEMEX,17,18.57,21.52
-100.0837,18.96593,9541,IGNACIO JAIMES JAIMES,TENERÍA,51420,TEJUPILCO,Estado de Mexico,PEMEX,15.78,16.99,19.39
-103.7383,24.80438,9611,"GASOLINERA FAZA, S. A. DE C. V.",S/C,35600,CUENCAMÉ,Durango,PEMEX,18.7,18.45,19.54
-103.3652,25.48893,9458,"GASOLINERA FAZA, S. A. DE C. V.",EJIDO LA PERLA,27400,TORREÓN,Coahuila,PEMEX,16.39,17.18,19.78
-103.6243,25.52696,9899,"GASOLINERA FAZA, S. A. DE C. V.",EJIDO SEIS DE ENERO,35081,LERDO,Durango,PEMEX,17.15,18.39,19.94
-103.3698,25.6414,9665,"GASOLINERA FAZA, S. A. DE C. V.",EJIDO ALBIA Y EJIDO LA CONCHA,27420,TORREÓN,Coahuila,PEMEX,16.33,17.19,
-103.419,25.54448,9570,"GASOLINERA FAZA, S. A. DE C. V.",CENTRO,27000,TORREÓN,Coahuila,PEMEX,16.33,17.19,19.84
-110.2963,24.15011,9629,"ESTACIÓN DE SERVICIOS GALEANA, S. A. DE C. V.",VICENTE GUERRERO,23020,LA PAZ,Baja California Sur,PEMEX,15.99,17.89,19.99
-100.1893,25.64872,9425,"SERVICIOS GASOLINEROS DE MÉXICO, S. A. DE C. V.",RINCON DE LA SIERRA,67190,GUADALUPE,Nuevo Leon,Oxxo Gas,14.49,16.39,
-111.1144,30.54386,9553,LUIS ARTURO FELIX TERAN,CENTRO,84600,SANTA ANA,Sonora,PEMEX,15.49,18.04,20.44
-100.9671,25.49461,9906,"SERVICIOS GASOLINEROS DE MÉXICO, S. A. DE C. V.",LOS RODRIGUEZ,25200,SALTILLO,Coahuila,Oxxo Gas,15.34,16.69,
-107.4253,24.79028,9822,"HIDROSINA PLUS, S. A. P. I. DE C. V.",EL VALLADO,80110,CULIACÁN,Sinaloa,Hidrosina,15.15,16.85,
-100.3214,25.82126,9376,"SERVICIOS GASOLINEROS DE MÉXICO, S. A. DE C. V.",S/C,66053,GENERAL ESCOBEDO,Nuevo Leon,Oxxo Gas,16.39,17.79,19.69
-100.4852,25.68298,9603,"HIDROSINA PLUS, S. A. P. I. DE C. V.",LA PUERTA DEL SOL,66367,SANTA CATARINA,Nuevo Leon,Hidrosina,14.95,15.35,
-100.1524,25.66196,9335,"HIDROSINA PLUS, S. A. P. I. DE C. V.",29 DE JULIO,65196,GUADALUPE,Nuevo Leon,Hidrosina,14.75,16.55,
-98.26292,19.07697,9324,"SERVICIO MANANTIALES, S. A. DE C. V.",SANTIAGO MOMOXPAN,72760,SAN PEDRO CHOLULA,Puebla,PEMEX,14.99,15.63,18.39
-100.8658,25.44283,9462,"SERVICIOS GASOLINEROS DE MÉXICO, S. A. DE C. V.",LABOR DEL LLANO,25023,ARTEAGA,Coahuila,Oxxo Gas,15.34,16.69,19.36
-98.19372,19.07138,9750,"HIDROSINA PLUS, S. A. P. I. DE C. V.",SANTA MARIA,72080,PUEBLA,Puebla,Hidrosina,14.45,15.09,
-99.10898,19.81293,9619,"ESTACIÓN DE SERVICIO ALHAMBRA, S. A. DE C. V.",BARRIO DE SANTIAGO,55601,ZUMPANGO,Estado de Mexico,PEMEX,14.99,16.99,18.99
-104.6298,24.04219,9618,"HIDROSINA PLUS, S. A. P. I. DE C. V.",FRACCIONAMIENTO JARDINES DE DGO.,34220,DURANGO,Durango,Hidrosina,15.25,16.05,
-99.63743,21.99734,9463,"GRUPO LITROMEX, S. A. DE C. V.",CENTRO,79380,CÁRDENAS,San Luis Potosi,PEMEX,14.98,,18.74
-94.47298,18.14322,9319,"HIDROSINA PLUS, S. A. P. I. DE C. V.",PARAISO,96520,COATZACOALCOS,Veracruz,Hidrosina,13.95,15.95,
-98.21764,19.32628,9795,"SERVICIO CUARTO SEÑORIO, S. A. DE C. V.",S/C,90010,TLAXCALA,Tlaxcala,BP (BRITISH PETROLEUM),14.99,15.87,18.42
-92.92354,17.9713,9469,"HIDROSINA PLUS, S. A. P. I. DE C. V.",PLUTARCO ELIAS CALLES,86090,CENTRO,Tabasco,Hidrosina,14.25,15.45,
-101.0026,25.39273,9524,"HIDROSINA PLUS, S. A. P. I. DE C. V.",LOURDES,25090,SALTILLO,Coahuila,Hidrosina,14.35,14.75,
-99.14257,19.33665,9327,"SERVICIOS CIUDAD JARDIN, S. A. DE C. V.",CUIDAD JARDIN,4370,COYOACÁN,Ciudad de Mexico,PEMEX,15.17,15.99,19.28
-99.56969,19.3671,9730,"INMOBILIARIA MONROY RUIZ, S. A. DE C. V.",SAN MATEO OTZACATIPAN,50220,TOLUCA,Estado de Mexico,BP (BRITISH PETROLEUM),14.89,15.59,18.53
-97.93454,19.32192,9919,"SERVICIO LIBRAMIENTO BAPJE, S. A. DE C. V.",S/C,90500,HUAMANTLA,Tlaxcala,PEMEX,14.3,16.87,18.3
-101.1878,20.11263,9507,"GASOLINERA LA PROVEEDORA, S. A. DE C. V.",LIENZO CHARRO,38800,MOROLEÓN,Guanajuato,PEMEX,14.5,14.99,18.99
-98.88412,19.30025,9645,"IXTAPALGAS, S. A. DE C. V.",EJIDAL IXTAPALUCA,56530,IXTAPALUCA,Estado de Mexico,PEMEX,14.99,15.89,18.43
-105.1494,21.19333,9849,"GRUPO IMERS, S. DE R. L. DE C. V.",S/C,63715,COMPOSTELA,Nayarit,PEMEX,17.69,18.75,20.25
-98.95627,19.43095,9362,"SERVICIO ECOLOGICO DE MÉXICO, S. A. DE C. V.",BARRIO SAN PABLO 1A. SECCION,56334,CHIMALHUACÁN,Estado de Mexico,PEMEX,13.99,15.9,
-97.36647,19.80607,9497,"GASOLINERA LA MESILLA, S. A. DE C. V.",BARRIO DE FRANCIA,73800,TEZIUTLÁN,Puebla,EXXON MOBIL,14.38,16.19,
